nombre,zone_type,dias_visita,dia_visita,codigo_ruta,vendedor_idx,geometry_wkt,color,is_mock
7 de Noviembre,route,"lunes,miércoles",lunes,RUTA-7-DE-NOVIEMB,4,"SRID=4326;MULTIPOLYGON(((-58.19833606979921 -26.200685832894038, -58.198584240411236 -26.20076198630316, -58.19883857230609 -26.200813979395548, -58.199096719166114 -26.200841332513267, -58.19935629947905 -26.200843793312423, -58.199614918508395 -26.200821339091114, -58.19987019038591 -26.20077417699888, -58.20011976012222 -26.20070274212567, -58.20926846012222 -26.19760154212567, -58.2095115800372 -26.197505793181158, -58.20974431763724 -26.197387014551065, -58.20996449755459 -26.197246316443636, -58.21017006179651 -26.19708501394557, -58.21035908898107 -26.19690461473012, -58.21052981229603 -26.19670680496502, -58.21068063601301 -26.196493433552142, -58.21081015040256 -26.196266494846018, -58.21091714491071 -26.196028110012893, -58.21289364491071 -26.190985010012895, -58.212979099685526 -26.190730401186162, -58.21303886338765 -26.190468568275517, -58.21307234588957 -26.190202096709953, -58.21307921657344 -26.18993361772215, -58.21305940759574 -26.18966578236677, -58.21301311455719 -26.189401235343027, -58.21294079457132 -26.18914258888001, -58.21284316175075 -26.188892396942617, -58.21272118015582 -26.188653130012835, -58.21257605427511 -26.188427150695333, -58.21240921713193 -26.188216690388284, -58.20978321713193 -26.185222590388282, -58.209610118425694 -26.18504271224278, -58.20942116118507 -26.184879572822208, -58.20921795750129 -26.184734563952734, -58.209002241009316 -26.18460892277947, -58.2087758520973 -26.184503721211783, -58.208540722205285 -26.184419856778256, -58.16788412220529 -26.172003156778256, -58.16762354506655 -26.171937542531037, -58.16735774031714 -26.171898127941564, -58.167089335425544 -26.171885302621355, -58.16682098356253 -26.171899193348146, -58.1665553373747 -26.1719396628127, -58.16629502276315 -26.172006310976112, -58.166042612926596 -26.172098479024157, -58.16580060292537 -26.172215255879653, -58.165571385017905 -26.172355487208428, -58.16535722501333 -26.172517786829843, -58.16516023987405 -26.172700550419137, -58.16498237678966 -26.172901971366123, -58.164825393929085 -26.173120058633423, -58.16469084306113 -26.173352656437803, -58.16458005421532 -26.17359746556001, -58.160450854215334 -26.18408016556001, -58.16036451669881 -26.184336201690893, -58.16030417571523 -26.184599579049024, -58.160270434365884 -26.1848676652076, -58.160263629891716 -26.185137780675888, -58.160283830302674 -26.18540722568043, -58.160330833697955 -26.185673307148985, -58.16040417028395 -26.185933365627466, -58.1605031070698 -26.186184801860897, -58.16062665519357 -26.186425102772652, -58.16077357980577 -26.186651866582388, -58.16094241241157 -26.18686282681156, -58.16113146554825 -26.187055874936615, -58.16133884965116 -26.18722908146345, -58.16156249193971 -26.187380715212488, -58.161800157134614 -26.18750926062161, -58.16204946979922 -26.18761343289404, -58.19833606979921 -26.200685832894038)))",#39FF14,false
Juan Manuel de Rosas,route,martes,martes,RUTA-JUAN-MANUEL-,4,"SRID=4326;MULTIPOLYGON(((-58.19199578663386 -26.183127329785872, -58.19207059391011 -26.183384577257588, -58.19217050182672 -26.183633154807822, -58.19229452872447 -26.183870620003, -58.19244145595965 -26.184094639595543, -58.19260983987813 -26.184303012449533, -58.192798026000105 -26.18449369116827, -58.193004165276434 -26.184664802211273, -58.19322623225676 -26.184814664302984, -58.193462044990824 -26.18494180495241, -58.19370928646754 -26.185044974921272, -58.19396552738111 -26.185123160498573, -58.1942282500005 -26.185175593460958, -58.19449487290777 -26.185201758621, -58.19476277636216 -26.185201398889255, -58.19502932804072 -26.185174517800316, -58.19529190890254 -26.18512137947809, -58.195547938922545 -26.18504250604062, -58.195794902441875 -26.184938672469915, -58.19603037288583 -26.184810898997295, -58.19625203660655 -26.18466044107893, -58.19645771561606 -26.18448877706019, -58.19664538898641 -26.18429759364997, -58.196813212706594 -26.184088769347674, -58.19695953780109 -26.18386435598577, -58.19708292653219 -26.18362655856921, -58.19804692653219 -26.18151935856921, -58.19805200686975 -26.18150818651694, -58.20212180686975 -26.17250418651694, -58.202199850661884 -26.172312238195683, -58.20256485066189 -26.171305538195682, -58.20262981935545 -26.171101452275273, -58.202678423826626 -26.170892862727516, -58.20408732382663 -26.163539162727517, -58.20412438776755 -26.163276558322302, -58.20413553581578 -26.163011585624883, -58.20412066062859 -26.162746796013753, -58.20407990543671 -26.162484739104496, -58.20401366266517 -26.16222793819995, -58.203922570154724 -26.16197886599376, -58.20380750502015 -26.161739920761203, -58.2036695752047 -26.16151340326659, -58.20351010881186 -26.161301494609592, -58.20333064131727 -26.16110623522379, -58.20313290078391 -26.16092950522967, -58.20291879122282 -26.160773006331258, -58.202690374259724 -26.160638245430683, -58.20244984928395 -26.160526520118474, -58.20219953227092 -26.160438906179273, -58.20194183348194 -26.160376247233284, -58.201679234256225 -26.160339146613182, -58.20141426311851 -26.16032796155473, -58.20114947143225 -26.160342799757014, -58.200887408833026 -26.16038351834543, -58.20063059867846 -26.16044972524739, -58.20038151375126 -26.160540782967534, -58.20014255244919 -26.16065581472606, -58.1999160156913 -26.1607937129011, -58.1900669156913 -26.1674726129011, -58.18984974064625 -26.167636424975576, -58.189650132519496 -26.167821238372458, -58.18947011344461 -26.16802518083643, -58.189311507107945 -26.168246186324833, -58.18917592027374 -26.168482015937744, -58.18906472650677 -26.168730280599185, -58.188979052257416 -26.168988465259712, -58.18891976545013 -26.16925395437515, -58.18888746669095 -26.16952405840342, -58.18888248318302 -26.169796041051, -58.18890486541184 -26.170067146992963, -58.18895438663386 -26.170334629785874, -58.19199578663386 -26.183127329785872)))",#39FF14,false
San Agustin,route,"miércoles,viernes",miércoles,RUTA-SAN-AGUSTIN,4,"SRID=4326;MULTIPOLYGON(((-58.17335889534132 -26.18733542674379, -58.17352533724748 -26.18754785150313, -58.173712133619695 -26.187742618804894, -58.173917422090305 -26.18791778681094, -58.17413915592468 -26.188071609088915, -58.17437512442721 -26.188202552024276, -58.17462297498205 -26.18830931011048, -58.17488023650881 -26.18839081896494, -58.17514434409931 -26.188446265940968, -58.17541266458981 -26.18847509822989, -58.1756825228138 -26.188477028372585, -58.1759512282735 -26.188452037125447, -58.176216101964236 -26.188400373652257, -58.176474503084236 -26.188322553040003, -58.17672385536351 -26.188219351163443, -58.17696167274942 -26.188091796949603, -58.177185584192664 -26.187941162119333, -58.19860558419266 -26.171921562119334, -58.19880528419413 -26.171756720147865, -58.19898829224503 -26.171573523479097, -58.19915292841362 -26.171373653776197, -58.199297681413775 -26.171158945753316, -58.199421222477945 -26.170931370333715, -58.19952241755462 -26.17069301655757, -58.19960033771842 -26.170446072405554, -58.199654267697234 -26.170192804714112, -58.19968371243806 -26.16993553836695, -58.19968840165139 -26.169676634953646, -58.19966829229237 -26.169418471091294, -58.19962356895588 -26.16916341660826, -58.19955464218206 -26.16891381279019, -58.19946214468776 -26.168671950888083, -58.19934692555845 -26.168440051085614, -58.19921004245401 -26.168220242118867, -58.19905275189989 -26.168014541735474, -58.198876497752764 -26.16782483817261, -58.19868289794657 -26.167652872823815, -58.19847372964062 -26.167500224253793, -58.19825091290606 -26.167368293707884, -58.16653151290606 -26.150584993707884, -58.16629646862266 -26.150474735044906, -58.16605192959132 -26.15038753728076, -58.16580015228168 -26.15032420502774, -58.165543459954186 -26.150285322680507, -58.16528422122231 -26.150271249023657, -58.16502482819633 -26.150282113921037, -58.164767674410264 -26.150317817117436, -58.16451513273567 -26.150378029163697, -58.16426953348612 -26.150462194456672, -58.16403314291436 -26.150569536366035, -58.16380814230061 -26.150699064400573, -58.16359660782489 -26.150849583347902, -58.163400491409256 -26.151019704303224, -58.156456691409254 -26.157653704303225, -58.15626617005223 -26.157855423919354, -58.15609733469101 -26.158075614318363, -58.15595196481996 -26.15831195473303, -58.15583159261139 -26.158561954177863, -58.15537319261139 -26.15965415417786, -58.15528027007744 -26.15991128937717, -58.15521380196548 -26.160176497028136, -58.15517446849025 -26.160447063075093, -58.15516267217877 -26.160720218626153, -58.15517853375094 -26.160993168289217, -58.1552218908842 -26.161263118779186, -58.155292299874624 -26.1615273075036, -58.15538904017769 -26.161783030834176, -58.15551112178211 -26.162027671774947, -58.15565729534132 -26.16225872674379, -58.17335889534132 -26.18733542674379)))",#39FF14,false
Laguna Siam,route,"lunes,miércoles",lunes,RUTA-LAGUNA-SIAM,4,"SRID=4326;MULTIPOLYGON(((-58.2422548434964 -26.206687578974172, -58.24252175319423 -26.206679110980247, -58.242786524345746 -26.206644344170684, -58.24304657207481 -26.206583617962742, -58.243299357618554 -26.206497525206977, -58.24354241311251 -26.206386906399448, -58.24377336568357 -26.206252841476218, -58.2439899606156 -26.20609663927028, -58.24419008336151 -26.205919824733854, -58.24437178018688 -26.205724124050747, -58.24453327724369 -26.205511447784172, -58.24467299788778 -26.205283872224552, -58.24478957807116 -26.20504361911934, -58.24488187965877 -26.204793033982817, -58.244949001539695 -26.20453456319758, -58.244990288424475 -26.20427073013129, -58.24500533724244 -26.20400411050186, -58.244994001076805 -26.20373730723151, -58.244956390598915 -26.203472925035296, -58.244892872987855 -26.203213544992103, -58.24480406834576 -26.202961699346393, -58.24469084364396 -26.202719846786714, -58.24455430425905 -26.2024903484423, -58.24439578318138 -26.202275444832146, -58.24421682800158 -26.20207723399151, -58.24401918580189 -26.20189765098948, -58.24380478609991 -26.201738449037503, -58.243575722011414 -26.20160118237336, -58.2433342298159 -26.20148719108762, -58.243082667124476 -26.20139758804077, -58.2428234898633 -26.201333247998722, -58.24255922829714 -26.20129479909274, -58.18179312829714 -26.19550099909274, -58.1815281527552 -26.19548881049818, -58.18126325858022 -26.195502655198336, -58.18100099732986 -26.195542399835993, -58.18074389520051 -26.195607661576247, -58.18049442869398 -26.19569781179413, -58.18025500076301 -26.19581198212973, -58.18002791766507 -26.195949072852585, -58.179815366747704 -26.19610776345466, -58.179619395379156 -26.196286525369985, -58.17944189122739 -26.196483636698343, -58.179284564077385 -26.196697198791263, -58.17914892936184 -26.196925154540477, -58.17903629356399 -26.197165308192762, -58.17894774163308 -26.197415346500215, -58.17888412653373 -26.19767286100232, -58.17884606102985 -26.197935371225125, -58.178833911782334 -26.198200348574055, -58.178847795817155 -26.19846524069028, -58.17888757939823 -26.19872749603596, -58.17895287931552 -26.1989845884716, -58.179043066576334 -26.199234041588735, -58.17915727246395 -26.19947345256362, -58.181723572463945 -26.20423655256362, -58.18185780232137 -26.204459305390632, -58.18201282051176 -26.204668125497925, -58.182187191654485 -26.204861079329582, -58.18237930117151 -26.205036380242394, -58.182587370237506 -26.205192405049196, -58.182809472250774 -26.205327709048643, -58.18304355067246 -26.205441039402327, -58.183287438068945 -26.205531346735363, -58.18353887618107 -26.20559779485299, -58.18379553683431 -26.205639768483277, -58.18405504349639 -26.205656878974175, -58.2422548434964 -26.206687578974172)))",#39FF14,false
2 de Abril,route,martes,martes,RUTA-2-DE-ABRIL,4,"SRID=4326;MULTIPOLYGON(((-58.17368920967759 -26.183832865599786, -58.173509946094015 -26.184023647830944, -58.1733499812792 -26.18423087849987, -58.173210816056255 -26.184452613325384, -58.17309375610221 -26.184686771945298, -58.17299989969787 -26.184931157434814, -58.172930127423506 -26.18518347691851, -58.17288509389709 -26.18544136308258, -58.17286522163251 -26.18570239638548, -58.1728706970755 -26.185964127758545, -58.172901468854306 -26.186224101583672, -58.1729572482617 -26.18647987873244, -58.17303751196371 -26.186729059450517, -58.173141506909616 -26.186969305872655, -58.173268257397226 -26.18719836395702, -58.17341657422714 -26.187414084633094, -58.17358506586006 -26.18761444396469, -58.17377215147249 -26.187797562138947, -58.17397607578836 -26.18796172110312, -58.17419492554739 -26.188105380683716, -58.174426647455675 -26.18822719303671, -58.174669067450154 -26.188326015293306, -58.17491991109609 -26.18840092028257, -58.17517682492629 -26.18845120523034, -58.17543739852185 -26.188476398352783, -58.17569918712718 -26.188476263282798, -58.1759597345872 -26.188450801287637, -58.17621659639154 -26.18840025125703, -58.176467362609394 -26.188325087461862, -58.19922546260939 -26.18028328746186, -58.19946633147823 -26.180184890682458, -58.199696622379456 -26.18006378808554, -58.19991420095533 -26.17992110206138, -58.20011705066712 -26.17975815503748, -58.20030329148459 -26.1795764572222, -58.200471197310314 -26.179377692608004, -58.20119449731032 -26.178432692608006, -58.201342551753925 -26.178218639488747, -58.20146933056997 -26.177991337953475, -58.20157365808152 -26.177752895871475, -58.20165456681267 -26.177505524423324, -58.201711306460396 -26.17725151759564, -58.204095906460395 -26.163492117595638, -58.20412855720597 -26.1632256234014, -58.2041346059459 -26.162957204625055, -58.204113992988404 -26.162689510148585, -58.20406692175177 -26.16242518170624, -58.203993856756966 -26.16216682781468, -58.20389551904354 -26.161916998030893, -58.20377287905401 -26.161678157791993, -58.203627147057134 -26.161452664085125, -58.2034597612044 -26.161242742187618, -58.203272373337654 -26.1610504637069, -58.20306683268799 -26.16087772613692, -58.20284516762662 -26.16072623413278, -58.20260956564802 -26.160597482688406, -58.20236235178266 -26.160492742383248, -58.20210596565255 -26.160413046843605, -58.2018429373959 -26.160359182542326, -58.20157586269852 -26.16033168103752, -58.20130737717838 -26.160330813726894, -58.201040130376136 -26.160356589169474, -58.200776759608175 -26.160408753001143, -58.20051986394038 -26.160486790444818, -58.2002719785393 -26.160589931390522, -58.200035549653975 -26.160717157995183, -58.19981291047518 -26.160867214727176, -58.18950271047518 -26.168587714727177, -58.18924500967759 -26.168807165599787, -58.17368920967759 -26.183832865599786)))",#39FF14,false
San Miguel,route,"miércoles,viernes",miércoles,RUTA-SAN-MIGUEL,4,"SRID=4326;MULTIPOLYGON(((-58.17384618755605 -26.1926835763816, -58.17396061355134 -26.19292381466957, -58.17409810916647 -26.193151636308624, -58.174257341576705 -26.193364832891465, -58.174436767249915 -26.19356133777994, -58.17463464690898 -26.193739246138186, -58.174849062391566 -26.193896833397282, -58.17507793524403 -26.194032571972514, -58.175319046869056 -26.194145146071136, -58.175570060031795 -26.19423346444711, -58.17582854151606 -26.19429667097918, -58.176091985710876 -26.194334152969773, -58.17635783889886 -26.19434554708421, -58.23038303889888 -26.19399894708421, -58.2306521677818 -26.193983778020225, -58.23091844710769 -26.19394187603069, -58.231179228138465 -26.193873657923753, -58.23143191682876 -26.1937798022797, -58.231673999629486 -26.193661242700934, -58.23190306849063 -26.193519158525245, -58.232116844814634 -26.19335496309468, -58.23231320212215 -26.19317028969673, -58.23249018720453 -26.192966975317653, -58.232646039552854 -26.192747042369582, -58.232779208870085 -26.192512678573163, -58.2328883704922 -26.192266215195794, -58.23297243856491 -26.192010103862042, -58.2330305768449 -26.19174689216678, -58.23306220701812 -26.191479198333703, -58.23306701445239 -26.191209685171316, -58.23304495132712 -26.190941033585375, -58.23299623710899 -26.190675915911356, -58.232921356368884 -26.190416969332144, -58.232821053961715 -26.190166769645412, -58.23269632761724 -26.189927805641595, -58.23254841801541 -26.189702454347366, -58.23237879644505 -26.189492957380818, -58.23218915016862 -26.189301398653626, -58.2319813656387 -26.189129683641912, -58.231757509732965 -26.18897952043206, -58.18215000973296 -26.15917772043206, -58.18190698253907 -26.159048094355565, -58.18165202416186 -26.15894387649449, -58.18138778258304 -26.15886614924899, -58.18111700219903 -26.158815719889358, -58.18084249531792 -26.158793112171757, -58.18056711295092 -26.158798560898525, -58.18029371520202 -26.15883200947952, -58.180025141563064 -26.158893110519887, -58.17976418142301 -26.158981229428058, -58.17951354509748 -26.15909545100658, -58.17927583567962 -26.159234588957315, -58.16616303567962 -26.167835788957316, -58.16594994632047 -26.167990934283882, -58.165752983135846 -26.16816609892427, -58.165574019525614 -26.16835961681376, -58.165414757688104 -26.168569647322144, -58.16527671242977 -26.168794192760732, -58.16516119675725 -26.169031117383224, -58.1650693093888 -26.16927816769967, -58.16500192430389 -26.16953299391039, -58.16490232430389 -26.17000089391039, -58.16485910818256 -26.17026985014498, -58.164843185294856 -26.170541790489384, -58.164854717396246 -26.170813952389555, -58.164893587335825 -26.171083571040736, -58.16495940024646 -26.171347907474207, -58.16505148755606 -26.1716042763816, -58.17384618755605 -26.1926835763816)))",#39FF14,false
